id,cond,burstcount,betamedian,betamean,endlast,amplast
2,3,0,0.793437719345093,0.820948004722595,449,1.0901905298233
2,3,1,0.747734010219574,0.822190523147583,155,0.50485748052597
2,3,2,0.802944660186768,0.905744314193726,66,2.34251976013184
2,3,3,0.925623893737793,0.915135324001312,225,0.874357163906097
2,3,1,0.803497433662415,0.815673291683197,366,0.469477206468582
2,3,3,0.950709283351898,1.10049247741699,361,0.770224452018738
2,3,2,0.936071634292603,0.94660896062851,185,1.52626240253448
2,3,3,1.7238073348999,2.26159739494324,315,8.32390308380127
2,3,0,0.797800779342651,0.762293219566345,449,0.542776882648468
2,3,0,0.878135204315186,0.878341197967529,449,0.954201757907867
2,3,2,0.893119037151337,0.979560017585754,229,1.10172533988953
2,3,0,0.869971394538879,0.867166221141815,449,0.877701699733734
2,3,7,1.22232341766357,1.29645454883575,404,1.62515914440155
2,3,0,0.859904706478119,0.844780027866364,449,0.974259078502655
2,3,3,0.830655932426453,0.911155998706818,344,0.997292339801788
2,3,2,0.899675071239471,0.950403332710266,366,1.45518243312836
2,3,3,0.903296053409576,0.978127062320709,443,0.775417685508728
2,3,4,1.00265073776245,1.07073569297791,334,1.49321007728577
2,3,3,0.83491837978363,0.93951028585434,150,1.59980404376984
2,3,4,0.877809286117554,0.91852068901062,299,0.697471082210541
2,3,6,1.14090168476105,1.13351392745972,439,0.930234551429749
2,3,4,1.02186751365662,1.04782855510712,383,1.31163287162781
2,3,1,0.852595567703247,0.867373764514923,264,0.970225930213928
3,1,4,1.45933020114899,1.67221128940582,406,1.35674238204956
3,1,1,1.04451966285706,1.14172232151031,444,1.35549533367157
3,1,2,1.45921611785889,1.44529712200165,277,1.910768866539
3,1,3,1.43620800971985,1.51482474803925,413,2.25615549087524
3,1,3,1.30157065391541,1.38711833953857,304,2.25320410728455
3,1,0,1.14706516265869,1.16183316707611,449,1.3121612071991
3,1,2,1.1924467086792,1.32236003875732,253,1.26898300647736
3,1,3,1.45125889778137,1.56780385971069,305,2.16794395446777
3,1,1,1.06578159332275,1.17627441883087,301,0.92217892408371
3,1,8,2.18116140365601,2.19599080085754,419,2.53293824195862
3,1,1,1.20164442062378,1.26349472999573,102,2.03304886817932
3,1,3,1.47122693061829,1.61056530475616,351,1.20525443553925
3,1,2,1.3896164894104,1.40159249305725,198,2.48109078407288
3,1,4,1.64676427841187,1.67534112930298,305,1.54606354236603
3,1,2,1.28920364379883,1.3742481470108,270,1.01866483688354
3,1,1,1.3994345664978,1.43857491016388,308,1.40656745433807
3,1,6,1.74557995796204,1.77205991744995,394,2.43855285644531
3,1,1,1.08919763565063,1.16077411174774,404,1.28888976573944
3,1,2,1.35234010219574,1.39921629428864,318,1.3487503528595
3,1,8,1.89155554771423,1.90667057037354,407,2.37640166282654
3,1,1,1.42057156562805,1.42362809181213,378,1.98592853546143
3,1,6,1.60310626029968,1.69613742828369,372,1.77995228767395
3,1,2,1.58976268768311,1.62951576709747,367,1.91961443424225
3,1,1,1.27719914913177,1.34750247001648,443,1.81897342205048
3,1,1,1.15552687644958,1.23966801166534,421,1.12141752243042
3,1,1,1.35987162590027,1.37944936752319,95,1.35111737251282
3,1,6,1.53155303001404,1.5300498008728,347,2.33511924743652
3,1,0,1.03044962882996,1.1041693687439,449,1.25138783454895
3,1,1,1.23244476318359,1.31250059604645,157,2.0307788848877
3,1,0,1.13564383983612,1.13790285587311,449,0.595097243785858
3,1,0,1.06859683990479,1.16321909427643,449,0.954756557941437
3,1,0,0.979163527488708,1.10833156108856,449,1.34443044662476
3,1,5,1.34020352363586,1.49670875072479,423,2.51561880111694
3,1,3,1.49601149559021,1.52292382717133,97,1.74365901947021
3,1,4,1.79198837280273,1.75267088413239,405,1.72319984436035
3,1,1,1.08393454551697,1.2079975605011,169,2.12089538574219
3,1,3,1.5004335641861,1.57357382774353,423,1.68325614929199
3,1,4,1.47375202178955,1.63419365882874,256,1.740966796875
3,1,2,1.43525147438049,1.4488685131073,309,2.43178963661194
3,1,2,1.5341876745224,1.49528551101685,325,1.13738346099854
3,1,0,1.11572074890137,1.14054715633392,449,0.702279508113861
3,1,2,1.28320956230164,1.35362601280212,311,2.22863340377808
3,1,3,1.41538119316101,1.45160305500031,403,1.46107566356659
3,1,1,1.3068128824234,1.34092354774475,23,1.87540757656097
3,1,2,1.39828085899353,1.42435479164124,122,1.27490770816803
3,1,0,1.05915486812592,1.09506464004517,449,1.29072523117065
3,1,0,0.99747622013092,1.01128721237183,449,1.35013139247894
3,1,4,1.55288815498352,1.57661247253418,326,1.84837174415588
3,1,0,1.18466901779175,1.25574684143066,449,1.63900578022003
3,1,0,1.22088205814362,1.22532486915588,449,0.837138473987579
3,1,1,1.1374568939209,1.32884168624878,368,1.07587742805481
3,1,4,1.4806957244873,1.53312790393829,321,2.37779808044434
3,1,1,1.35820817947388,1.3224048614502,14,1.97093403339386
3,1,0,1.06245851516724,1.1135892868042,449,1.06462359428406
3,1,2,1.51328039169312,1.46841943264008,46,1.45606887340546
3,1,1,1.19563889503479,1.22506046295166,323,1.23557710647583
3,1,3,1.277019739151,1.38665211200714,429,0.839712560176849
3,1,7,1.74070024490356,1.78498780727386,322,2.6358904838562
3,1,4,1.58083236217499,1.65386879444122,343,2.85303831100464
3,1,1,1.19984316825867,1.2431046962738,193,1.29780423641205
3,1,1,1.186448097229,1.28646755218506,437,1.13829576969147
3,1,2,1.52667927742004,1.61716091632843,302,1.21729063987732
3,1,3,1.54725193977356,1.66859805583954,367,2.53289031982422
3,1,1,1.38444781303406,1.42225706577301,403,1.18921935558319
3,1,9,1.97013902664185,1.9604252576828,447,2.34175038337708
3,1,2,1.46337723731995,1.52502143383026,409,1.50988078117371
3,1,3,1.36110496520996,1.4434449672699,435,1.89980387687683
3,1,2,1.52220463752747,1.51453340053558,396,1.9975209236145
3,1,5,1.8887277841568,1.87390232086182,277,1.88898110389709
3,1,1,1.481600522995,1.49915897846222,234,1.0565425157547
3,1,2,1.0946854352951,1.17497563362122,448,0.709488570690155
3,1,6,1.82720482349396,1.81223475933075,398,1.90404796600342
3,1,3,1.61293196678162,1.64301538467407,438,1.98252260684967
3,1,2,1.10835230350494,1.14022529125214,158,0.908509731292725
3,1,3,1.59120106697083,1.58342432975769,371,2.51315951347351
3,1,1,1.23335123062134,1.3639999628067,336,0.988415896892548
3,1,4,1.30411672592163,1.42791092395782,414,0.687865436077118
3,1,2,1.33343064785004,1.40821385383606,429,1.56024503707886
3,1,5,1.65605652332306,1.71838998794556,336,2.66251015663147
3,1,2,1.31695163249969,1.40943384170532,279,1.33244371414185
3,1,3,1.71041345596313,1.70731019973755,312,1.82553422451019
3,1,3,1.59546661376953,1.73434865474701,283,2.04677724838257
3,1,6,1.74933266639709,1.74530458450317,403,2.36709189414978
3,1,1,1.22804939746857,1.29974937438965,288,1.58556044101715
3,1,1,1.44397354125977,1.52642297744751,376,2.21322822570801
3,1,1,1.2941312789917,1.33208215236664,112,1.14038145542145
3,1,3,1.51319766044617,1.66617345809937,381,1.50268614292145
3,1,0,1.20977258682251,1.21337616443634,449,0.849559903144836
3,1,0,0.980592131614685,1.06610476970673,449,1.11567330360413
3,1,1,1.34259819984436,1.41735684871674,108,1.52717554569244
3,1,2,1.4860212802887,1.50365829467773,97,1.31998574733734
3,1,1,1.19281578063965,1.30089116096497,346,1.00221359729767
3,1,6,1.81183350086212,1.86770367622375,401,2.28141307830811
3,1,1,1.17898988723755,1.17756128311157,449,0.614346981048584
3,1,5,1.64215278625488,1.67326414585114,422,1.61425673961639
3,1,5,1.67216670513153,1.77743744850159,423,1.20441734790802
3,1,4,1.72161483764648,1.81083166599274,427,1.4983549118042
3,1,6,1.66627240180969,1.76489317417145,293,1.67745506763458
3,1,3,1.61312234401703,1.70444178581238,199,2.22327995300293
3,1,6,1.50074934959412,1.56224036216736,376,1.73007273674011
3,2,0,1.17024576663971,1.2150182723999,449,1.45834827423096
3,2,2,1.27191138267517,1.38701796531677,398,1.01036691665649
3,2,0,1.16899824142456,1.18099796772003,449,1.52252292633057
3,2,1,1.28756189346313,1.31718730926514,199,1.43190443515778
3,2,2,1.2715185880661,1.36403453350067,365,0.835210502147675
3,2,3,1.41061353683472,1.40150773525238,78,1.62573266029358
3,2,1,1.012615442276,1.1158504486084,49,1.4631758928299
3,2,2,1.18239986896515,1.25317168235779,376,1.83953130245209
3,2,2,1.31747007369995,1.3476550579071,328,2.0401132106781
3,2,2,1.63730001449585,1.67444694042206,292,1.7701301574707
3,2,6,1.38191163539886,1.59122395515442,438,2.61929249763489
3,2,3,1.5375269651413,1.54888212680817,248,1.5269660949707
3,2,1,1.41174781322479,1.39108908176422,409,1.45770502090454
3,2,2,1.58185315132141,1.58441829681396,384,1.77987587451935
3,2,4,1.6953763961792,1.71456897258759,362,1.85160410404205
3,2,3,1.4150687456131,1.51705503463745,441,1.45500242710114
3,2,3,1.33075737953186,1.45644962787628,268,1.00138378143311
3,2,2,1.62827396392822,1.59491062164307,345,1.96545100212097
3,2,3,1.50586342811584,1.57785511016846,444,1.87779760360718
3,2,4,1.38467812538147,1.53761208057404,68,1.81893718242645
3,2,4,1.55459487438202,1.59062922000885,312,1.51771450042725
3,2,1,1.1634955406189,1.20961737632751,14,0.754755616188049
3,2,4,1.33375120162964,1.35641765594482,363,1.36133110523224
3,2,1,1.20429062843323,1.2321492433548,108,1.19098699092865
3,2,2,1.59122133255005,1.59226667881012,447,1.32765293121338
3,2,3,1.49803042411804,1.57416582107544,337,2.68866968154907
3,2,0,1.21441471576691,1.24656176567078,449,0.941931426525116
3,2,6,1.4744234085083,1.61213207244873,275,1.61699378490448
3,2,2,1.54993808269501,1.50418794155121,414,1.83289623260498
3,2,3,1.80301189422607,1.78186821937561,426,2.09760499000549
3,2,0,1.47640025615692,1.43546187877655,449,1.76143014431
3,2,3,1.23298954963684,1.29971516132355,381,1.58760678768158
3,2,3,1.53382349014282,1.55370712280273,20,1.34438991546631
3,2,1,1.13376867771149,1.20013403892517,208,1.39482498168945
3,2,2,1.39233100414276,1.41079914569855,368,2.01024079322815
